,time,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Cambodia,Canada,Chile,Colombia,Croatia,Czech Republic,Denmark,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Latvia,Lithuania,Luxembourg,Macao,Malaysia,Mexico,Morocco,Netherlands,New Zealand,Norway,Philippines,Poland,Portugal,Republic of Korea,Romania,Russia,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sweden,Switzerland,Taiwan,Thailand,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Vietnam,transportation_type
132,24/5/2020,53.39,23.81,74.12,86.13,80.06,46.09,80.79,44.63,84.03,26.08,48.9,91.73,99.48,107.6,34.58,116.81,122.93,81.13,100.28,82.24,62.57,87.87,73.77,36.65,53.29,53.82,90.31,73.59,81.58,97.39,89.98,61.52,28.77,68.76,49.27,15.07,76.01,70.42,143.12,29.73,86.67,74.85,76.81,67.35,84.78,34.72,63.56,38.78,90.84,88.57,36.1,43.45,129.53,106.42,101.41,71.83,22,111.77,56.64,59.17,95.79,40.29,98.95,driving
133,25/5/2020,73.94,28.11,77.1,90.85,93.93,58.72,82.25,45.1,98.93,38.91,49.29,81.96,102.44,113.64,45.27,121.34,117.73,91.63,100.75,78.49,63.15,86.38,82.35,39.81,61.21,61.16,104.5,67.43,79.49,103.38,100.51,74.35,27.31,73.77,57.53,20.91,86.57,74.37,124.09,31.65,88.79,63.83,75.39,73.93,91.02,40.03,72.03,42.79,90.92,83.05,46.56,60.9,122.38,107.02,86.45,67.59,25.82,118.66,62.06,69.35,92.54,47.02,88.63,driving
134,26/5/2020,66.27,40.86,79.92,94.31,95.87,63.43,76.15,43.18,101.72,39.76,54.99,87.74,106.63,116.55,45.45,131.24,122.6,95.04,102.28,75.81,65.78,88.9,83.46,41.5,60.7,62.75,107.74,70.24,80.33,124.82,103.16,79.28,26.58,75.27,56.18,27.97,90.23,77.08,122.77,31.7,94.94,64.55,73.63,73.49,94.03,40.68,69.79,44.17,94.35,86.57,49.94,62.9,125.74,109.42,84.03,68.92,41.38,117.58,65.04,73.43,106.47,51.63,90.88,driving
135,27/5/2020,65.59,42.91,82.65,97.31,98.57,64.7,74.44,45.92,104.91,39.11,54.99,92.29,113.83,118.56,46.62,131.19,122.49,97.9,104.72,79.24,63.14,92.98,85.29,41.26,58.91,65.93,107.52,72.31,83.78,115.75,108.7,77.52,28.29,75.71,55.59,31.17,91.88,80.53,125.25,32.85,96.57,68.53,75.71,75.03,96.98,57.49,73.14,45.21,102.35,92.05,51.22,64.21,126.5,113.54,85.03,71.34,83.11,116.71,66.76,74.99,108.78,52.85,90.99,driving
136,28/5/2020,66.11,43.77,88.37,98.09,98.64,67.12,74.23,43.41,104.34,39.39,54.95,94.87,107.61,123.45,45.03,130.02,124.8,98.75,109.93,79.92,66.16,96.55,93.99,41.83,57.42,70.62,84.48,73.3,86.22,116.09,107.52,79.8,29.5,74.24,58.44,32,95.4,103.61,135.76,32.72,97.36,68.46,79.73,80,98.53,66.68,75.02,45.56,99.35,93.72,52.32,65.18,130.73,114.7,91.69,74.92,83.47,121.01,63.42,77.58,111.45,56.83,95.06,driving
137,29/5/2020,67.85,48.26,92.7,107.06,103.37,77.24,83.4,50.94,115.01,44.36,57.43,109.43,126.31,140.01,44.89,156.13,136.84,103.65,126.42,86.8,74.77,109.92,133.14,43.42,66.81,71.78,81.23,76.91,105.79,141.3,131.42,83.91,29.45,84.28,67.38,34.21,104.16,97.35,172.06,31.6,109.35,77.77,94.9,81.04,106.26,66.65,80.83,49.49,104.59,105.27,58.72,70.9,142.64,124.43,126.8,94.23,87.26,118.86,69.05,83.43,127.18,68.78,111.45,driving
138,13/1/2020,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,walking
139,14/1/2020,100.68,95.11,101.31,101.55,101.46,106.3,101.9,98.06,106.29,102.58,103.15,103.28,99.92,99.31,96.45,103.31,96.91,105.95,104.04,100.5,109.2,98.25,101.26,99.18,100.61,114.6,101.98,102.1,96.07,95.31,99.21,108.38,114.97,97.46,102.15,101.91,101.71,100.65,101.67,105.29,98.98,93.44,101.26,101.42,103.91,98.89,90.46,104.42,102.64,101.13,103.14,98.35,100.6,107.83,107.89,100.01,100.97,100.93,102.29,106.14,99.59,94.9,104.44,walking
140,15/1/2020,98.93,101.37,101.82,105.59,110.44,104.75,99.61,99.7,106.65,103.13,104.44,105.83,103.24,104.04,100.74,104.45,101.01,108.49,107.18,101.91,114.16,101.86,88.81,104.08,97.86,120.48,104.91,104.86,102.01,98.96,111.09,113.36,118.3,100.35,105.42,105.99,104.92,101.9,106.64,110.42,106.14,93.92,104.37,100.81,102.6,95.7,93.49,104.79,106.86,108.83,101.11,100.8,109.04,116.33,118.61,107,104.45,107.14,93.86,114.37,101.87,78.04,108.2,walking
141,16/1/2020,98.46,112.67,104.52,112.24,118.86,99.05,100.06,98,108.64,103.74,102.96,104.89,107.32,107.99,103.42,110.69,104.8,121.22,110.76,108.84,117.93,110.46,102.24,107.41,100.22,122.95,121.5,107.32,108.67,104.59,109.1,118.44,129.82,110.03,107.62,109.61,115.64,104.58,112.36,113.7,108.21,96.73,109.61,101.64,105.07,97.9,96.7,110.5,112.4,109.16,99.47,107.91,107.33,115.19,119.74,107.51,105.61,99.31,108.43,112.59,100.6,100.46,107.49,walking
142,17/1/2020,100.85,116.72,113.73,123.36,139.1,104.13,117.97,106.81,127.43,107.87,112.65,117.78,136.65,131.4,91.93,155.25,112.42,117.98,124.13,119.88,143.42,136.71,111.77,113.91,114.75,150.65,86.39,122.71,135.81,128.36,139.24,125.5,173.98,130.19,127.85,125.7,132.95,101.78,125,126.92,125.44,126.34,128.68,114.16,114.14,95.85,108.13,133.23,126.02,123.46,99.37,134.63,121.86,121.72,136.24,124.83,133.4,104.36,113.32,128.99,121.36,105.04,116.63,walking
143,18/1/2020,100.13,114.14,100.24,131.05,174.99,101.18,128.66,106.84,122.55,86.73,116.71,101.14,139.38,126.32,96.38,171.56,112.51,135.17,137.91,127.75,127.53,145.18,115.61,128.02,128.47,175.73,82.07,142.38,148.78,113.27,118.85,115.08,169.86,125.64,135.02,129.57,149.99,91.61,151.14,117.15,127.23,139.72,124.37,102.93,112,85.63,113.43,122.37,108.33,93.36,84.44,143.26,123.88,123.94,138.79,128.79,141.4,90.34,104.46,157.81,132.38,98.78,124.02,walking
144,19/1/2020,82.13,84.54,98.57,89.93,111.72,69.84,99.64,106.98,90.42,59.44,101,88.79,99.77,96.4,97.88,112.09,90.11,79.07,91.01,96.49,113.68,108.11,99.3,113.39,107.06,126.37,80.85,109.49,105.94,88.94,89.11,81.05,157.28,104.91,87.85,121.68,109.48,98.34,97.13,115.68,94.38,109.99,113.47,80.24,97.02,76.35,79.56,100.68,81.93,79.9,72.98,94.59,104.39,85.59,121.14,113.07,100.15,82.38,94.93,101.98,100.1,76.52,117.43,walking
145,20/1/2020,95.65,101.37,104.38,100.6,105.08,97.33,105.3,102.84,104.92,99.53,97.52,96.69,98.55,102.74,101.38,112.74,99.27,86.45,99.26,95.3,127.75,107.47,93.05,107.91,103.86,127.41,84.88,99.19,101.99,94.27,97.36,104.85,179.09,103.77,100.97,125.45,101.92,103.46,100.05,112.73,103.25,103.41,108.11,102.39,104.61,80.04,91.82,98.06,100.87,104.49,96.72,91.8,111.64,105.55,123.47,106,98.86,100.13,95.39,109.43,94.79,89.94,117.82,walking
146,21/1/2020,97.78,106.12,108.51,103.3,113.37,105.36,98.6,100.7,108.92,98.22,102.29,101.8,98.78,104.03,99.79,115.92,99.25,90.11,102.36,97.66,120.06,106.77,100.09,104.55,100.7,127.55,81.95,102.26,103.65,95.01,95.41,114.33,159.86,104.65,101.37,130.9,103.35,105.69,105.47,116.09,102.27,103.45,104.4,102.24,104.74,78.2,96.72,101.62,105.31,106.42,104,88.99,115.29,115.59,120.93,102.35,105.99,105.22,93.25,118.46,94.84,91.02,114.65,walking
147,22/1/2020,95.39,104.91,103.88,105.28,119.64,102.28,104.38,103.34,112.57,101.48,100.24,105.26,107.31,108.79,109.75,108.77,100.64,91.4,100.62,101.94,110.21,103.21,88.23,105.83,104.28,129.52,99.01,105.19,97.98,97.81,99.04,109.12,111.75,111.72,101.64,133.42,106.14,106.95,111.33,118.54,98.73,101.53,100.02,104.13,105.48,78.56,100.02,103.46,106.9,114.89,104.22,100.26,115.5,119.13,115.06,105,116.43,98.49,95.57,122.92,97.04,93.33,101.84,walking
148,23/1/2020,94.24,102.56,112.4,110.89,118.63,95.88,109.35,100.77,118.17,104.03,98.95,104.07,110.07,106.78,119.96,118.56,102.29,95.75,104.64,102.57,92.92,117.62,81.81,103.4,102.69,130.33,108.37,109.44,108.94,104.31,111.65,108.7,80.49,119.97,105.31,125.68,114.19,110.06,111.55,126.51,105.54,107.45,102.91,106.73,103.19,87.54,102.75,104.9,114.22,119.26,109.55,112.84,110.32,112.6,87.37,105.35,109.98,101.26,104.79,122.03,100.83,92.41,80.34,walking
149,24/1/2020,93.73,104.88,117.27,132.87,141.59,104.74,135.78,102.84,139.85,105.78,113.08,109.04,132.94,133.24,103.75,175.98,112.82,112.71,119.37,121.64,66.38,142.79,112.09,109.91,125.3,156,80.64,126.34,147.47,146.37,154.41,129.82,59.88,137.01,125.38,135.62,137.95,112.21,128.31,156.07,127.56,125.57,103.55,108.96,112.4,89.36,114.24,97.21,129.07,131.81,118.63,135.73,134.48,120.96,84.66,124.57,122.95,110.18,105.5,139.4,126.67,97.53,73.08,walking
150,25/1/2020,97.06,98.83,103.02,136.57,174.68,101.07,144.71,111.88,136.71,83.2,117.66,108,141.48,133.19,107.34,219.43,118.59,117.06,135.62,134.75,52.37,153.95,113.13,121.16,131.44,190.76,85.31,150.68,148.88,140.56,236.75,118.57,40.94,155.33,136.68,145.52,155.52,102.89,149.82,131.56,122.84,146.54,112.88,105.66,110.04,77.5,117.3,98.59,119.17,110.58,108.02,150.12,146.44,127.16,97.08,129.1,137.8,103.79,106.04,165.49,139.61,87.8,84.59,walking
151,26/1/2020,77.27,73.64,87.4,92.99,119.37,69.38,112.89,105.81,93.37,59.55,98.95,75.8,103.78,89.04,121.22,121.61,88.15,66.53,89.33,100.5,58.63,112.8,98.29,111,111.84,122.35,97.66,111.59,99.96,86.7,133.6,74.39,33.49,143.07,90.47,132.82,111.74,94.75,93.42,116.85,86.68,107.71,105.85,85.52,99.34,73.48,96.79,94.88,86.21,72.71,91.74,108.39,97.47,82.82,112.24,108.86,113.11,89.19,99.18,97.84,89.9,59.06,111.85,walking
152,27/1/2020,83.37,94.27,96.18,105.8,115.72,98.41,108.51,104.47,105.36,100.85,91.84,97.98,107.72,97.29,127.33,108.12,88.29,77.64,99.07,93.13,55.42,109.44,94.26,110.66,106.66,115.36,96.74,101.22,90.56,102.96,98.16,96.62,24.46,127.42,97.69,120.43,102.96,104.44,93.52,108.88,101.08,99.39,100.29,102.78,105.72,83.61,99.6,85.01,103.51,98.8,113.52,105.71,105.08,101.24,124.33,101.22,116.57,103.64,101.14,104.79,91.94,80.88,132.54,walking
153,28/1/2020,82.73,93.86,100.57,105.38,119.7,102.94,110.44,97.56,111.79,97.6,96.66,95.63,106.75,105.64,117.43,108.84,93.69,84.94,98.48,101.26,56.55,102.61,96.78,106.98,106.36,116.22,98.84,104.22,103.86,98.06,106.41,101.59,20.32,106.25,97,122.29,101.59,103.34,100.93,108.25,97.71,102.94,103.57,104.89,107.23,82.07,98.62,78.54,104.72,96.97,119.46,108.1,107.55,100.81,108.2,99.47,115.92,104.42,98.25,113.53,93.97,81.43,139.7,walking
154,29/1/2020,84.39,92.2,100.25,107.8,127.83,101.02,114.54,101.44,110.13,96.02,87.78,100.15,108.07,112.5,124.53,128.6,96.89,95.11,99.88,104.46,55.99,109.15,96.23,111.35,100.34,122.18,98.81,109.74,110.98,107.26,111.79,115.01,19.26,108.2,97.43,119.54,109.04,104.18,102.08,108.9,93.92,105.28,99.09,101.12,107.95,86.34,98.94,72.46,109.13,120.54,116.29,109.17,112.9,109.78,105.23,96.3,119.46,97.56,96.29,122.36,94.44,79.01,126.81,walking
155,30/1/2020,88.19,96,100.73,113.19,132.95,100.51,113.45,93.49,115.16,101.29,100.43,99.48,111.73,115.06,127.5,135.55,96.88,93.85,106.28,107.8,50.6,116.83,100.36,110.41,99.32,128.04,113.02,110.64,109.17,110.78,117.81,110.65,19.48,100.54,103.85,122.96,122.62,105.46,105.39,106.76,103.17,100.36,109.83,103.97,105.88,102.32,104.62,81.35,117.4,115.14,114.71,114.23,112.2,112,110.54,96.04,110.74,101.68,102.68,119.75,99.96,77.77,119.5,walking
156,31/1/2020,90.79,98.99,108.69,132.21,160.33,110.22,132.49,102.2,138.49,107.44,105.35,119.06,144.4,146.15,119.9,161.36,113.66,108.5,127.99,125.02,52.98,157.38,121.79,117.08,118.64,175.5,88.92,127.71,145.33,135.72,132.92,128.01,17.24,106.83,125.87,131.79,149.04,110.03,125.36,112.81,130.87,130.61,110.04,113.05,113.54,106.94,113.15,97.23,131.52,119.96,135.03,144.92,129.59,128.14,115.08,110.42,126.5,104.36,107.64,143.62,125.02,88.53,115.27,walking
157,1/2/2020,88.7,97.42,96.55,148.15,178.82,95.63,149.6,109.25,140.12,86.87,116.13,112.15,158.48,140.82,119.24,192.75,110.28,126.17,139.86,138.69,46.35,174.54,125.25,125.96,131.66,206.81,78.1,149.16,148.04,128.08,120.02,124.01,16.11,109.2,136.75,151.16,164.12,94.23,146.09,106.03,132.36,151.97,87.13,119.15,109.15,88.3,128.07,92.56,128.93,117.62,124.96,167.1,139.5,128.94,115.88,113.03,136.48,103.08,104.04,169.08,140.8,79.56,113.08,walking
158,2/2/2020,79.32,67.21,92.71,101.66,118.45,65.06,110.72,96.36,91.16,60.33,97.66,91.06,112.81,104.73,123.75,114.59,88.05,70.78,91.42,109.39,46.4,129.25,98.1,113.76,113.51,124.82,98.42,118.22,115.13,86.47,91.49,83.73,15.44,92.89,98.29,139.04,108.16,99.42,98.38,98.37,94.84,123.14,78.41,96.56,95.75,81.7,102,76.7,97.41,95.04,113.31,116.06,102.43,80.23,107.37,92.75,115.89,89.55,96.89,103.22,88.42,62.04,100.13,walking
159,3/2/2020,87.12,95.18,95.77,106.52,118.08,97.15,113.09,98.63,102.67,98.79,93.94,104.57,118.53,105.01,120.26,108.64,95.61,83.3,104.16,98.14,46.9,120.6,93.71,110.57,103.42,117.6,96.66,108.19,113.98,105.66,118.32,108.15,13.37,85.64,84.11,127.4,110.42,110.2,98.95,93.63,107.99,123.49,79,107.98,103.36,81.35,104.57,76.38,110.68,123.53,135.56,113.25,107.74,100.05,100.38,87.8,102.28,102.65,99.36,106.76,92.42,79.42,93.1,walking
160,4/2/2020,88.06,96.25,99.1,106.85,117.56,104.11,113.9,94.46,105.91,103.85,96.61,92.12,110.04,106.31,117.73,119.53,98.57,86.31,105.5,105.77,49.33,110.22,105.88,113.23,102.42,127.82,97.39,108.79,116.67,108.13,121.49,109.55,11.07,84.2,98.39,123.33,108.42,110.08,101.5,92.65,102.45,119.75,74.19,99.25,106.3,81.53,95.38,80.69,106.01,106.46,127.67,114.17,108.88,102.63,105.02,86.38,106.53,102.65,94.11,115.85,93.82,88.75,93.21,walking
161,5/2/2020,99.4,100.39,97.65,105.75,131.86,103.31,97.24,95.93,107.29,106.43,103.01,92.79,113.82,111.81,125.59,120.6,101.36,94.07,108.79,93.43,44.48,115.56,102.84,111.12,103.29,127.67,97.2,108.09,109.4,101.02,116.64,122.46,10.79,84.98,97.86,126.72,115.65,97.64,105.74,91.46,105.21,120.97,69.37,90.75,105.84,82.88,88.06,80.86,107.9,125.28,123.13,113.67,116.1,110.77,112.64,87.63,97.02,96.44,97.71,124.21,94.52,86.9,94.87,walking
162,6/2/2020,85.84,99.1,97.97,106.66,137.37,104.21,100.2,91.56,108.17,105.25,97.18,103.16,118.77,110.86,121.57,127.69,99.76,99.16,109.22,99.78,47.15,122.52,112.92,112.76,103.7,132,117.82,111.82,111.67,112.79,124.78,120.8,10.25,96.91,104.94,123.27,123.51,115.26,114.21,93.74,107.15,127.68,72.17,96.8,104.71,101.32,94.35,83.76,121.28,126.52,126.37,120.27,114.32,110.69,114.99,93.32,93.83,99.15,107.04,123.83,97.6,86.85,95.51,walking
163,7/2/2020,94.63,105,112.07,126.55,166.1,120.32,118.28,98.6,128.56,112.31,111.12,115.26,155.45,131.5,112,196.82,112.11,106.88,128.59,132.73,53.91,161.51,127.14,121.71,115.09,174.38,83.59,131.64,143.57,147.44,151.09,135.64,8.79,112.09,125.62,145.58,150.22,109.69,134.48,112.94,132.31,158.25,83.12,108.95,104.39,110.23,111.1,96.94,141.41,131.38,136.18,147.92,126.58,127.55,122.11,114.17,110.49,98.72,109.61,142.03,122.23,94.96,98.7,walking
164,8/2/2020,99.74,106.45,88.84,142.55,195.81,114.78,127.6,106.78,139.77,93.48,124.15,115.14,166.52,131.07,114.43,220.8,119.42,117.98,150.13,137.33,47.96,172.34,125.48,131.52,129.25,197.61,70.27,160.32,154.39,149.86,136.21,134.92,7.51,112.14,135.29,155.46,163.1,101.32,147.11,103,138.24,166.27,80.64,99.35,104.28,92.78,113.83,84.66,127.89,119.55,111.29,166.35,132.69,131.54,123.25,115.06,113.95,96.17,101.93,169.55,142.94,87.58,103.37,walking
165,9/2/2020,81.41,73.12,93.13,103.86,107.52,70.93,104.3,88.38,93.6,65.7,94.51,88.79,123.72,77.13,103.05,123.63,85.15,66.62,86.21,112.88,47.57,131.13,107.53,124.04,110.41,108.3,90.08,118.67,121.72,105.53,99.69,70.42,9.62,89.74,90.55,146.32,84.16,109.78,84.24,93.6,101.55,125.03,77.53,86.62,96.26,82.59,91.38,67.46,101.67,89.93,94.03,112.38,86.77,90.65,114.43,101.57,98.59,89.52,101.25,79.14,92.83,60.52,102.77,walking
166,10/2/2020,90.19,104.2,100.34,110.43,125.29,101.06,110.33,91.62,106.26,102.72,94.8,101.8,110.92,101.2,113.75,119.17,92.14,80.08,91.76,106.25,45.78,124.09,100.23,111.18,102.7,113.22,96.19,108.86,138.39,112.28,103.8,91.2,8.87,84,99,134.8,100.49,111.25,104.17,89.2,103.19,127.67,80.29,104.43,106.63,84.58,94.44,65.72,114.12,116.71,111.48,113.58,100.79,97.11,109.3,87.08,102.85,104.29,98.21,101.55,91.94,89.97,104.88,walking
167,11/2/2020,90.45,105.87,101.59,114.55,136.11,106.71,105.3,94.23,111.39,104.7,95.7,106.96,118.46,104.24,111.12,130.58,103.36,86.83,104.04,111.08,45.74,124.28,108,110.37,98.81,109.18,100.42,117.98,119.7,135.34,105.84,106.02,9.18,83.27,102.93,135.39,102.8,113.32,110.3,92.04,104.69,126.03,76.27,104.31,109.49,85.17,92.15,63.56,124.69,129.22,111.66,113.22,109.4,103.63,113.43,83.93,104.58,109.65,97.86,111.72,96.13,97.48,104.84,walking
168,12/2/2020,94.16,111.47,104.56,114.2,141.76,110.43,112.73,92.06,112.79,105.16,95.7,107.73,125.25,104.43,115.16,134.71,102.25,93.75,108.17,113.07,44.96,126.22,103.75,114.14,97.3,122.11,113.38,122.37,121.38,139.26,119.82,109.12,9.14,84.75,105.61,138.1,107.44,117.95,112.89,91.49,106.34,124.72,81.82,106.83,112.52,88.39,101.14,68.26,128.57,122.18,118.01,118.13,109.93,109.24,115.6,83.1,107.21,110.52,98.25,122.43,99.84,94.5,107.65,walking
169,13/2/2020,95.69,113.2,116.84,123.11,144.84,113.33,125.87,91.79,120.1,112.07,97.37,106.49,137.26,119.29,122.06,150.6,120.51,95.63,112.38,126.92,51,150.42,98.7,113.44,102.12,138.83,135.79,132.34,124.99,130.9,130.76,109.8,10.39,93.33,115.16,133.02,115.03,127.72,117,98.33,120.41,135.21,84.33,121.23,116.65,101.21,104.88,73.74,139.86,170.56,119.67,131.71,113.56,109.24,116.86,88.75,116.8,116.99,107.32,120.97,108.3,101.55,108.32,walking
170,14/2/2020,109.21,128.75,129.56,148.29,195.2,126.08,158.5,95.33,152.97,120.99,109.45,127.78,185.6,141.38,113.41,229.51,121.65,117.96,141.37,150.06,61.39,197.69,115.91,126.82,116.83,189,117.4,170.85,150.75,173.15,177.29,137.84,11.04,116.58,152.47,148.83,159.45,131.05,135.62,126.68,153.65,182.23,94.45,137.89,128.39,102.07,125.65,89.89,151.25,362.5,141.6,172.16,138.59,128.9,128.73,109.71,140.46,133.1,111.39,153.72,147.82,116.46,122.17,walking
171,15/2/2020,108.4,103.47,110.5,165.31,235.37,135.5,150.96,99.77,152.65,93.08,117.66,140.59,195.4,125.1,117.62,219.01,111.39,126.34,161.49,157.11,49.16,213.12,128.74,128.87,125.67,188.57,106.47,194.34,138.76,156.03,153.64,127.75,8.44,106.73,154.55,165.91,173.3,115.87,151,110.69,151.64,195.54,78.61,122.75,121.28,84.86,119.63,78.75,139.13,193.21,115.82,192.6,133.07,136.98,126.31,106.33,143.77,115.13,109.75,152.82,158.55,88.1,115.14,walking
172,16/2/2020,84.52,69.12,103.76,113.75,135.03,97.46,126.15,91.39,125.23,68.1,93.6,116,140.22,81.17,107.69,154.76,79.1,74.44,98.68,124.49,42.81,157.31,107.63,123.88,102.73,142.91,108.05,144.17,119.97,101.4,115.37,82.18,9.87,84.19,107,146.49,107.28,116.79,87.75,95.59,111.39,140.03,67.55,105.19,105.52,77.54,99.16,64.12,110.51,115.65,91.94,133.31,85.68,95.29,99.66,87.59,117.01,100.66,105.64,98.69,116.26,63.72,105.98,walking
173,17/2/2020,96.63,93.42,102.99,125.35,146.08,109.05,124.09,94.39,99.59,106.39,94.03,109.78,142.74,97.36,105.24,171.89,95.11,86.9,111.55,126.22,49.14,154.17,113.26,112.46,95.96,151.15,114.34,123.94,122.2,123.11,129.57,101.19,12.87,76.85,108.47,142.79,121.14,116.44,106.78,93.09,123.96,148.49,75.78,123.52,111.89,79.96,97.27,66.4,126.22,129.77,107.37,125.89,103.01,105.7,104.17,81.69,111.37,112.72,101.79,128.1,107.52,82.86,99.9,walking
174,18/2/2020,87.38,111.49,107.3,127.47,156.85,115.3,124.06,92.79,114.61,103.2,95.51,105.26,142.46,107.58,107.74,167.24,103.72,95.91,115.71,127.66,51.68,155.29,119.59,111.89,95.66,151.25,116.67,131.03,122.62,127.67,133.57,104.38,17.04,78.7,105.64,138.71,123.59,119.24,108.68,96.74,120.41,145.88,79.84,126.8,118.29,76.02,98.22,66.27,133.59,127.33,108.75,129.57,109.35,114.05,108.98,80.36,113.16,117.5,105.61,130.01,100.23,92.35,100.42,walking
175,19/2/2020,81.49,107.02,112.78,125.25,160.02,116.07,126.79,96.33,119.86,103.6,95.66,115.23,137.55,117.17,114.05,171.89,106.41,94.03,109.61,125.98,51.24,151.08,109.81,111.1,97.78,148.25,98.66,132.99,124.25,123.13,145.73,109.57,15.81,80.09,106.04,154.04,122.76,119.77,112.33,92.38,122.87,146.13,79.71,116.39,119.69,83.26,109.34,69.15,124.98,127.69,108.48,131.74,116.71,112,110.79,81.89,113.32,119.22,103.68,136.18,103.21,92.6,100.87,walking
176,20/2/2020,87.21,111.36,116.31,132.26,163.25,121.05,120.35,95.99,127.3,106.98,96.85,119.68,141.99,120.13,116.34,189.11,100.89,99.23,121.49,137.67,53.59,154.68,120.32,110.89,100.52,158.63,133.22,142.68,127,132.92,155.83,97.53,16.82,83.48,113.14,148.54,125.42,125.97,104.2,97.79,128.8,144.58,75.08,122.2,127.32,98.51,110.2,69.64,131.81,125.9,110.02,138.1,110.84,119.18,111.2,85.02,107.45,117.24,115.86,131.67,106.25,102.85,102.83,walking
177,21/2/2020,93.52,124.13,133.9,142.4,168.21,137.47,141.22,95.73,152.97,111.69,107.59,140.79,162.88,145.54,107.23,194.57,109.28,108.42,131.42,139.05,61.74,177.67,145.76,118.27,114.25,183.1,114.74,158.11,145.9,165.73,166.49,117.2,14.96,105.24,138.41,155.77,151.38,134.07,129.65,108.2,137.91,174.88,71.52,133.69,136.11,101.85,114.46,84.98,146.91,143.45,123.2,165.75,129.4,129.7,124.68,100.43,126.14,118.93,111.25,152.89,136.41,102.9,107.32,walking
178,22/2/2020,94.5,120.44,113.52,166.41,189.77,171.31,150.27,96.73,155.76,93.75,127.88,143.65,183.22,123.99,112.59,169.81,103.71,120.95,149.93,145.35,57.89,197.02,130.87,124.28,125.6,187.93,95.16,181.74,163.51,145.66,133.12,115.97,16.1,107.95,155.14,158.91,162.91,126.18,142.7,102.15,141.61,196.41,62.77,119.34,124.75,81.05,116.93,78.55,132.93,130.5,106.95,191.28,117.79,142.04,122.71,101.57,153.57,119,101.54,169.46,162.45,98.94,115.79,walking
179,23/2/2020,74.8,100.5,103.12,114.7,125.25,153.25,116.38,92.79,103.86,65.96,105.82,115.43,125.01,88.97,104.8,164.25,94.74,75.84,93.4,121.81,52.22,148.71,102.17,115.85,99.26,122.82,110.63,129.3,145.52,109.1,96.14,71.61,14.75,82.94,109.27,148.26,108.58,120.35,95.05,97.81,89.85,166.78,57.99,103.76,99.97,74.89,87.45,63.35,98.54,107.11,82.9,134.83,93.14,92.9,108.79,84.46,127.44,89.97,95.21,101.08,106.11,95.69,104.8,walking
180,24/2/2020,87.25,96.6,106,125.95,145.88,137.77,112.7,87.32,109.77,100.87,100.57,115.11,138.05,100.38,116.83,146.77,102.21,88.4,114.25,115.7,46.86,142.09,104.09,106.89,96.88,112.99,109.24,107.66,121.18,120.71,111.14,102.4,13.79,75.28,103.58,137.04,109.45,120.96,99.84,94.48,108.53,184.18,51.5,118.97,102.01,76.1,101.41,63.19,127.29,139.37,101.45,130.32,102.01,114.85,92.1,79.06,109.87,100.16,95.18,104.26,99.34,89.48,101.27,walking
181,25/2/2020,81.41,82.59,109.06,125.66,155.27,114.5,116.58,87.78,111.42,106.68,92.51,118.62,141.77,98.78,104.13,175.53,107.1,89.42,106.82,111.79,45.66,145.36,101.34,111.47,93.63,111.89,111.03,94.26,112.83,108.33,112.22,107.15,14.47,72.55,101.79,142.59,116.34,121.2,104.47,88.54,115.05,140.22,54.24,125.1,110.01,79.83,101.01,66.4,139.5,137.61,103.18,121.11,103.6,108.11,85.5,77.06,113.45,112.76,92.86,115.57,103.03,74.57,99.19,walking
182,26/2/2020,77.78,107.79,109.52,115.47,147.4,82.66,129,89.02,106.92,105.07,95.56,95.78,134.97,107.83,115.58,154.53,107.46,90.61,99.85,107.21,49.5,130.52,93.67,111.23,91.96,124.55,114.56,82.94,111.53,113.89,119.02,103.06,15.7,75.24,100.35,139.29,112.23,121.24,106.49,86.74,110.24,140.09,50.56,123.46,110.99,82.42,93.47,68.18,131.45,103.76,109.1,123.93,106.05,107.05,92.59,74.6,115.04,110.48,92.5,121.26,101.84,96.48,98.67,walking
183,27/2/2020,74.5,110.62,116.49,122.28,144.5,99.98,112.06,81.51,107.07,113.44,92.46,110.22,134.91,115.52,121.44,175.07,105.78,90.86,104.58,113.48,52.71,137.68,100.72,109.51,91.42,144.98,143.74,83.27,104.84,126.01,111.79,104.47,16.68,84.43,108.48,146.4,119.4,124.22,107.21,88.01,114.95,143.13,41.83,109.2,113.25,109.9,93.43,69.5,121.57,120.36,113.27,136.99,107.1,107.66,124.14,76.91,105.49,109.24,96,119.74,107.83,100.43,100,walking
