,time,Albania,Argentina,Australia,Austria,Belgium,Brazil,Bulgaria,Cambodia,Canada,Chile,Colombia,Croatia,Czech Republic,Denmark,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Latvia,Lithuania,Luxembourg,Macao,Malaysia,Mexico,Morocco,Netherlands,New Zealand,Norway,Philippines,Poland,Portugal,Republic of Korea,Romania,Russia,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sweden,Switzerland,Taiwan,Thailand,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Vietnam,transportation_type
184,28/2/2020,81.19,124.18,135.14,129.96,159.23,109.09,117.39,88.15,135.19,126.14,102.34,114.86,155.47,147.94,112.94,188.3,116.57,106.25,123.05,129.68,61.24,162.94,141,116.43,111.25,176.19,121.7,92.59,112.22,171.41,135.53,128.56,17.2,106.87,132.13,156.91,141.52,126.98,127.08,106.72,143.57,172.03,40.67,126.74,120.28,117.13,107.63,85.62,123.41,139.51,131.37,170.82,123.34,124.55,139.47,92.37,120.33,120.46,106.89,138.49,136.34,102.25,108.48,walking
185,29/2/2020,87.97,108.49,126.02,134.42,169.08,106.38,130.03,95.36,146.34,94.7,114.18,113.85,158.14,135.36,114.19,185.28,120.73,109.99,138.07,139.7,60.19,173.19,129.66,120.97,119.76,172.66,89.6,100.06,116.77,155.06,127.53,121.63,19.58,106.84,145.41,176.63,151.18,104.86,134.15,97.38,139.04,174.27,38.09,111.68,116.52,92.4,142.25,79.27,117.47,117.95,127.51,183.15,125.17,119.52,126.93,90.82,131.5,111.58,93.89,162.75,155.82,93.66,114.3,walking
186,1/3/2020,78.42,68.5,100.94,98.99,113.57,67.92,100.06,84.35,102.32,60.64,89.88,75.8,123.3,96.3,106.62,109.68,80.62,61.23,95.72,118.77,52.72,124.33,109.79,113.13,97.89,130.99,125.46,65.47,101.49,100.92,89.62,82.5,18.64,84,96.7,145.2,102.77,109.21,84.6,85.61,101.95,125.13,39.13,95.27,104.35,84.1,99.91,65.92,80.57,76.91,90.69,125.56,87.04,89.31,93.01,77,124.52,93.4,92.89,105.44,102.29,67.16,104.05,walking
187,2/3/2020,94.88,101.01,101.73,111.8,112.05,100.58,109.52,86.82,109.77,102.1,83.44,109.06,121.16,104.5,107.1,117.16,97.4,73.5,102.74,91.9,53.29,124.88,100.55,108.29,94.71,129.56,156.89,63.94,113.27,109.12,105.42,98.07,18.92,73.62,100.09,141.07,96.27,106.72,97.44,82.84,104.14,130.3,37.82,114.12,108.18,82.57,105.54,65.31,106.76,106.71,102.51,112.98,102.28,89.8,85.43,72.83,110.83,100.66,86.61,107.54,99.2,104.77,97.97,walking
188,3/3/2020,95.65,104.39,101.17,110.27,129.9,107.55,109.41,83.31,117.97,107.23,87.83,105.85,109.33,106.18,110.36,115.63,99.25,83.57,103.29,98.65,53.31,116.17,105.74,107.65,95.13,144.34,112.06,70.14,103.49,110.65,114.6,108.4,18.76,73.59,101.21,135.18,106.79,106.18,99.59,81.11,105.4,125.47,37.45,114.45,109.66,82.65,91.65,65.96,109.65,104.74,103.37,114.03,103.52,100.73,85.03,72.51,114.36,117.61,85.11,114.84,104.76,102.52,94.05,walking
189,4/3/2020,91.13,108.23,97.93,112.82,137.21,109.92,107.28,85.81,123.88,108.74,91.74,109.6,122.69,111.64,113.06,108.64,90.1,82.79,101.89,99.79,51.59,116.51,95.65,105.65,90.37,136.1,111.92,71.71,109.96,101.3,123.39,108.17,14.76,73.58,102.31,135.89,110.59,111.45,103.92,83.5,102.14,131.21,35.81,113.32,114.53,82.96,99.45,68.43,112.74,119.04,106.7,120.37,103.18,104.97,84.92,71.74,113.61,115.22,88.64,116.67,104.61,107.35,96.56,walking
190,5/3/2020,94.46,113.92,111.79,120.92,136.47,112.18,106.61,83.74,131.76,107.85,95.42,119.11,125.02,115.88,121.13,137.73,97.26,83.03,102.6,114.1,55.22,130.14,110.75,103.11,95.05,141.67,126.62,66.63,117.33,114.6,130.11,107.17,17.49,77.07,108.38,138.59,113.29,117.8,117.17,86.4,113.93,139.83,39.03,109,117.97,104.87,106.81,69.33,119.48,119.45,113.13,130.01,107.31,95.92,94.73,75.31,110.01,119.64,92.54,110.07,111.67,104.34,99,walking
191,6/3/2020,103.8,126.7,126.09,133.87,162.68,122.93,130.98,86.25,142.64,119.14,99.47,127.88,149.8,137.78,108.65,186.29,120.2,98.34,116.04,126.03,65.62,151.47,132.88,109.83,110.2,172.4,96.73,71.88,121.2,154.96,160.11,120.69,16.56,97.61,131.06,144.35,143.41,127.14,126.12,102.51,139,167.22,39.29,128.67,124.12,107.1,113.19,84.43,128.21,131.92,124.67,157.84,130.14,111.56,130.09,88.52,138.62,123.35,97.14,144.51,133.94,112.5,105,walking
192,7/3/2020,92.92,112.81,108.98,136.39,209.67,117.49,130.53,92.46,147,90.39,121.48,122.35,147.64,143.34,109.45,214.04,120,112.37,140.22,133.12,60.46,167.64,135.37,117.79,117.99,196.24,95.02,76,102.85,146.22,154.24,136.3,20.32,95.76,144.5,158.77,167.19,110.31,133.68,87.42,140.02,180.98,40.01,125.95,128.22,83.46,118.53,75.32,126.12,123.46,116.86,178.42,135.61,123.3,134.43,85.64,181.98,116.4,94.57,172.59,155.7,90.86,99.66,walking
193,8/3/2020,82.47,70.94,89.81,97.8,115.49,70.22,92.8,79.77,108.48,65.37,94.89,90.17,119.83,90.9,104.94,143.26,92.45,61.73,93.98,100.1,51.5,121.01,100.58,106.42,96.21,141.37,117.09,51.9,118.47,101.71,102.21,73.74,18.07,75.18,105.88,142.56,103.37,95.41,80.99,81.13,104.38,132.29,43.69,78.91,112.37,74.9,78.41,62.08,92.87,95,81.2,123.06,91.56,87.32,100.58,72.36,140.56,102.37,88.29,101.39,107.77,65.21,91.76,walking
194,9/3/2020,87.25,109.38,96.18,104.56,118.11,106.53,89.7,83.51,113.56,103.23,83.34,102.57,107.93,97.37,100.06,121.16,91.69,72.76,96.92,91.15,54.07,115.38,93.58,90.04,89.48,131.54,136.92,39.86,108.01,105.86,106.61,93.87,18.96,68.38,87.91,131.89,97.6,98.57,93.36,73.01,101.3,133.65,35.61,99.57,111.55,85.73,101.65,62.11,97.45,102.59,96.18,108.59,101.54,90.24,85.46,67.72,110.32,93.22,87.96,100.87,105.33,101.9,83.21,walking
195,10/3/2020,63.37,109.62,100.4,98.53,116.42,110.43,89.06,79.11,108.1,116.27,91.36,97.48,98.78,93.53,107.23,120.7,86.45,77.48,90.68,102.25,55.3,111.2,103.75,89.34,91.21,128.47,120.62,29.4,126.08,96.28,121.21,92.22,17.53,64.65,101.1,126,92.04,99.72,89.19,66.03,98,130.08,39.77,94.06,114.92,88.09,92.06,64.7,90.46,94.02,96.21,104.81,100.22,89.77,94.2,64.95,101.46,114.1,88.61,108.28,103.06,109.63,85.85,walking
196,11/3/2020,46.7,83.06,100.94,93.87,119.12,111.88,90.51,75.87,110.67,111.48,82,105.73,95.15,91.86,104.79,110.63,84.57,84.66,96.4,95.05,54.21,106.96,86.93,100.42,88.5,112.82,99.26,27.09,132.61,96.03,101.45,99.23,17.4,65.93,104.8,126.08,99.58,101.42,89.43,64.8,89.47,120.96,39.24,87.21,114.62,87.08,86.79,63.38,80.59,104.34,93.05,100.74,97.13,101,93.59,62.91,108.5,105.51,83.46,111.71,102.34,97.59,82.58,walking
197,12/3/2020,37.87,106.85,102.38,89.3,108.4,105.51,93.22,73.87,106.32,108.83,80.53,87.88,91.76,54.89,46.94,95.06,82.82,79.25,89.79,86.04,57.73,105.23,92.24,97.44,86.82,100.76,72.54,18.21,130.25,88.94,88.89,89.39,17.97,70.2,109.64,117.3,90.87,109,70.85,56.67,76.19,103.62,43.04,80.52,115.19,90.06,84.66,64.32,88.23,82.63,95.97,82.83,77.25,90,96.16,61.64,106.58,117.29,77.29,102.65,96.43,101.52,82.65,walking
198,13/3/2020,31.43,104.31,103.92,68.36,91.05,110.67,89.76,75.4,104.32,110.85,90.69,75.7,69.24,62.04,56.68,100.32,78.52,79.32,88.28,74.54,67.49,97.61,96.95,97.9,98.41,112.43,45.74,18.09,112.95,86.83,98.36,88.05,21.58,91.48,130.03,107.25,92.53,109.03,61.01,53.41,65.38,99.85,43.48,71.55,115.3,90.87,78.15,79.65,53.74,53.41,111.59,66.09,85.86,88.42,121.92,67.46,108.1,106.53,83.46,117.26,105.88,100.62,83.18,walking
199,14/3/2020,37.78,70.31,84.71,55.3,68.37,99.18,52.27,74.57,103,84.49,101.43,60.49,47.48,66.91,76.5,82.78,79.46,75.85,95.38,50.63,67.76,87.03,85.46,99.09,98.25,105.11,48.75,16.08,124.7,61.63,59.88,76.54,23.41,85.02,138.81,94.22,99.74,88.34,53.76,43.03,37.67,86.58,39.21,45.56,113.78,75.64,63.84,71.84,42.43,45.35,101.52,34.15,89.72,79.34,136.7,63.64,108.73,78.91,70.79,132.4,105.24,49.97,86.35,walking
200,15/3/2020,37.44,43.64,75.67,36.38,59.68,58.05,30.53,67.12,73.82,45.26,71.69,50.81,38.08,46.67,83.11,64.93,61.04,39.6,75.8,33.98,58.36,66.04,57.16,92.1,75.32,71.27,59.38,15.86,122.39,59.49,58.12,56.91,22.97,67,96.3,71.97,58.43,81.03,36.73,37.48,33.35,51.54,37.78,35.94,91.12,69.54,44.41,61.54,41.43,53.41,71.64,14.33,60.48,70.87,103.88,52.86,71.23,65.03,69.14,73.47,69.72,38.53,77.62,walking
201,16/3/2020,35.95,51.55,71.19,28.86,55.93,76.8,41.08,69.86,75.7,62.42,61.72,47.23,25.5,55.9,80.05,48.13,59.95,31.2,71.25,32.14,54,53.75,57.63,86.17,66.82,51.6,59.39,15.68,129.51,44.94,44.17,60.87,17.99,55.43,72.48,49.74,49.53,76.32,50.86,47.09,33.27,40.36,37.25,41.74,97.95,66.75,38.01,57.76,39.54,51.44,77.88,11.45,67.77,65.25,91.48,48.11,66.55,80.62,66.43,75.75,69.43,47.53,76.35,walking
202,17/3/2020,30.87,35.57,68.72,25.53,55.2,65.54,33.04,60.98,65.68,47.54,54.08,49.83,24.76,49.84,73.41,56.22,55.71,18.24,61.98,30.5,51.35,41.43,58.14,81.66,62.19,43.18,31.9,15.33,136.79,53.76,51.72,45.98,16.66,45.64,79.45,37.18,48.93,77.25,51.59,47.76,35.77,28.43,39.14,39.11,98.73,66.14,38.14,61.79,41.99,48.85,78.52,10.66,63.3,55.6,89.54,46.84,54.64,75.4,59.79,62.55,64.05,34.38,70.34,walking
203,18/3/2020,33.56,31.96,66.9,31.77,49.46,54.89,33.02,62.35,62.44,37.5,44.63,43.23,27.42,45.91,68.96,44.75,59.53,17.24,57.99,27.43,52.49,37.07,43.2,78.34,59.46,38.47,30.67,15.07,138.72,44.1,50.55,38.24,16.39,33.84,70.54,23.08,47,69.39,53.44,41.32,38.98,23.06,37.37,36.59,93.53,65.63,32.62,59.05,43.83,50.13,73.42,10.12,61.53,57.14,83.85,43.73,45.19,67.77,60.71,56.11,59.26,23.86,68.5,walking
204,19/3/2020,36.84,29.97,68.29,32.53,41.63,45.14,31.87,59.25,60.16,30.19,48.16,40.69,26.05,56.3,60.49,62.43,64.98,18.13,51.98,26.74,52.87,34.35,39.08,67.58,50.97,38.24,28.44,15.84,142.88,54.7,48.2,41.54,17.41,29.35,64.42,19.55,44,70.28,55.24,35.21,33.37,15.8,39.5,35.93,93.77,65.29,31.61,60.35,52.32,51.55,72.32,9.07,70.13,54.05,86.68,42.29,40.21,66.52,55.46,54.04,56.3,22.86,68.85,walking
205,20/3/2020,32.62,11.75,72.02,32.38,35.99,40.48,35.5,60.71,59.11,28.53,41.81,41.04,24.97,54.85,46.71,71.92,65.1,15.84,45.37,28.3,58.75,34.52,37.48,57.93,51.77,38.59,18.87,17.33,149.4,45.66,52.91,38.77,18.01,26.67,63.61,17.8,46.25,65.76,58.9,31.85,31.39,11.92,49.45,33.95,93.74,63.19,30.14,70.86,49.75,46.15,74.19,9.82,69.54,49.97,120.3,43.3,40.3,63.78,57.5,58.17,59.59,29.09,71.51,walking
206,21/3/2020,27.12,9.11,54.18,18.54,47.51,29.89,27.04,66.15,53.11,18.83,30.26,24.67,16.13,59.29,50.96,57.43,59.87,12.37,36.4,25.9,54.44,20.95,30.06,41.11,48.79,32.55,23.3,16.08,140.39,43.13,41.93,25.16,17.1,22.09,54.03,13.69,49.64,53.25,62.58,31.04,24.7,11.63,45.47,27.63,82.56,53.92,29.96,59.69,24.62,35.13,58.65,7.17,74.99,41.14,120.69,38.22,34.76,48.24,55.43,52.54,52.26,24.02,72.24,walking
207,22/3/2020,22.64,6.96,50.99,20.63,53.95,20.98,19.15,62.12,43.54,13.13,26.73,20.4,17.5,50.87,46.19,67.11,59.37,10.7,42.76,24.36,49.36,18.2,18,32.88,39.75,37.08,31.77,11.41,133.79,45.99,38.47,33.05,16.94,20.34,35.34,11.19,40.46,48.73,51.25,27.38,22.38,11.29,43.47,21.29,76.79,49.86,21.39,47.5,31.72,31.23,43.92,5.82,64.46,34.36,92.74,31.51,28.11,39.99,48.86,42.16,39.71,15.21,67.33,walking
208,23/3/2020,25.93,8.36,46.97,23.85,44.24,27.37,23.95,56.11,45.64,22.91,32.27,20.86,22.13,52.11,43.57,54.79,56.94,17.67,42.11,19.06,47.1,19.58,26.84,35.93,36.13,31.74,33.54,13.05,134.98,44.15,35.98,34.96,16.24,22.39,42.18,12.45,38.98,46.54,50.51,26.77,27.59,12.41,41.14,23.77,84.84,44.36,22.58,45.79,35.84,29.95,52.11,8.91,62.42,43.81,84.03,28.22,34.07,45.87,41.64,45.89,44.31,25.24,65.01,walking
209,24/3/2020,25.88,8.05,45.55,25.22,46.66,27.11,23.97,53.47,48.44,23.13,32.22,18.05,23.98,53.17,40.08,56.87,60.08,17.57,43.85,22.32,48.96,23.57,33.5,29.32,30.27,29.7,38.82,13.67,141.1,47.87,42.73,33.47,16.5,22.8,39.17,13.52,42.29,39.75,49.21,25.16,28.43,12.67,42.81,23.53,86.66,46.01,19.78,47.03,38.65,33.97,55.39,8.83,65.43,45.97,84.57,27.43,31.73,47.01,45.46,37.23,46.34,19.71,64.19,walking
210,25/3/2020,25.42,10.92,43.82,23.88,48.17,27.96,25.17,55.54,49.21,22.76,29.79,17.06,23.88,56.91,38.74,53.1,59.56,16.13,43.83,19.32,43.76,21.56,28.46,30.33,29.63,30.01,44.87,12.87,142,58.17,45.9,32.97,16.6,25.76,37.89,13.53,45.95,24.38,52.63,26.74,24.24,13.38,40.62,19.33,90.48,48.52,17.85,48.46,36.25,29.3,60.8,8.75,70.06,45.61,85.75,25.58,31.79,50.16,46.07,38.72,46.04,22.64,60.87,walking
211,26/3/2020,23.03,10.53,45.57,25.66,48.13,28.91,24.09,54.67,46.46,26.48,29.69,19.31,23.19,58.8,39.3,57.36,64.57,15.08,45.78,19.58,48.02,24.66,30.64,32.03,31.52,29.07,30.37,12.67,123.41,55.13,46.81,32.41,16.37,26.88,38.09,14.21,46.73,22.45,56.75,24.79,25.21,12.5,39.1,18.82,88.23,51.02,19.13,47.28,44,29.95,54.67,8.72,72.9,45.53,87.8,22.88,32.46,52.58,40.07,38.3,48.25,19.6,61.18,walking
212,27/3/2020,28.27,11.3,41.88,31.85,51.28,32.21,25.34,55.44,53.57,18.08,29.26,22.15,30.46,63.98,28.16,61.33,66.85,14.87,52.26,19.62,47.82,31.49,32.96,34.4,33.03,53.96,24.13,14.16,105.55,57.2,53.3,38.37,17.04,27.04,41.23,13.71,53.62,24.13,57.49,25.66,29.12,13.18,45.8,19.95,87.26,49.64,23.96,54.72,53.45,34.99,13.82,8.95,79.15,53.59,103.7,23.22,31.78,53.66,40.04,40.83,51.95,23.21,59.87,walking
213,28/3/2020,24.69,10.73,32.84,35.26,56.67,31.1,25.2,50.2,43.07,15.84,31.93,21.21,34.24,64.24,33.44,64.54,69.55,14.26,58.85,23.65,36.9,24.24,31.79,32.85,31.91,39.39,23.68,14.86,84.38,67.72,55.77,40.6,16.37,27.02,40.9,12.97,48.68,24.91,60.4,23.84,31.9,12.34,44.31,17.15,65.51,49.35,25.08,50,54.49,37.32,14.3,7.04,76.63,57.67,110.03,21.91,26.33,51.41,38.43,37.43,44.42,18.63,56.36,walking
214,29/3/2020,20.26,7.77,40.93,27.22,34.5,22.26,22.63,56.07,38.38,12.76,32.36,20.79,21.29,50.9,40.82,46.86,61.07,10.44,33.95,25.96,35.75,25.2,24.52,29.93,31.08,25.59,27.74,10.97,105.3,34.34,32.29,24.14,14.8,27.05,27.96,13.11,33.84,23.54,54.9,25.53,20.97,11.15,42.05,16.95,53.22,47.97,22.16,45.79,47.23,31.48,14.38,6.27,64.29,33.78,90.55,22.17,22.13,50.97,41.5,29.62,38.29,14.1,53.06,walking
215,30/3/2020,22.9,11.37,42.68,25.06,39.4,31.21,30.34,53.97,42.36,19.39,31.17,24.35,24.69,54.27,38.49,39.42,59.04,12.95,42.5,28.28,39.75,23.39,29.45,27.18,30.86,23.71,27.93,12.89,105.72,36.03,36.46,30.73,14.44,27.15,35.99,14.92,38.51,27.85,59.73,23.1,23.61,10.58,41.88,19.45,46.03,52.41,23.5,43.32,41.94,28.86,15.77,8.51,61.77,41.09,80.3,22.88,31.91,44.44,47.86,34.55,45.36,21.37,51.81,walking
216,31/3/2020,25.93,9.79,41.98,28.08,45.78,33.58,26.9,55.57,47.84,20.33,31.26,26.22,22.79,60.88,36.95,42.93,55.83,14.09,47.88,27.69,40.49,25.76,27.91,25.45,32.03,24.82,26.4,13.93,94.47,37.66,39.1,32.3,13.55,28.61,36.18,14.18,46.83,27.22,60.81,21.88,24.37,12.08,43.68,20.67,40.93,48.56,25.72,47.08,42.6,32.65,17.11,8.67,68.61,51.1,84.86,22.73,30.05,43.23,43.25,38.69,45.06,21.29,48.66,walking
217,1/4/2020,23.5,11.78,39.17,31.19,47.55,35.29,23.67,56.94,49,20.93,33.22,27.31,28.7,54.62,43.94,46.77,65.26,14.68,50.5,23.12,40.95,26.6,33.01,24.93,31.54,24.31,25.02,14.45,98.5,39.82,35.72,35.69,13.71,31.08,35.03,15.24,47.29,26.67,59.26,21.93,22.57,11.47,42.13,22.36,36.45,50.36,24.38,45.28,49.26,36.08,18.7,8.67,70.51,53.27,103.8,22.39,30.81,43.38,43.29,38.16,47.41,20.44,45.43,walking
218,2/4/2020,26.65,11.23,42.38,32.78,41.01,35.66,29.5,53.6,47.09,21.23,31.93,31.43,29.93,53.2,42.32,45.17,59.47,14.64,50.82,28.03,40.47,28,39.64,24.43,32.61,22.83,27.48,14.92,101.04,35.49,32.78,31.77,12.81,30.8,34.98,15.3,46.78,25.54,56.5,21.6,23.09,15.8,44.39,24.42,36.55,47.96,27.68,44.38,52.99,42.14,20.41,8.99,62.42,54.62,113.22,22.57,28.95,47.8,42.14,38.45,47.1,22.37,46.67,walking
219,3/4/2020,27.76,12.44,35.83,31.95,46.98,38.21,31.4,55.87,48.68,24.07,31.26,31.65,27.1,58.8,29.81,44.85,57.82,15.13,48.24,22.87,45.05,31.41,37.63,24.82,33.73,25.53,21.9,16.03,100.06,37.89,36.35,34.6,14.02,29.62,37.98,15.35,51.5,27.65,65.04,23.04,23.16,15.92,50.92,22.75,39.47,48.54,27.92,52.39,54.2,42.36,19.08,9.52,68.73,60.12,100.51,22.32,31.58,49.07,39.21,42.67,50.2,27.36,43.79,walking
220,4/4/2020,24.9,10.97,31.11,31.59,62.98,36.27,23.97,54.11,48.35,18.6,33.46,33.63,29.85,64.62,36.57,59.18,70.28,14.93,59.17,18,39.78,32.26,26.55,22.82,33.81,25.31,22.87,16.48,82.85,48.28,42.42,41.24,15.35,29.88,37.09,14.7,55.91,28.27,62.01,20.77,20.6,13.43,43.89,17,38.13,49.61,21.41,52.34,55.42,39.33,15.69,7.42,74.44,61.01,97.31,21.9,26.13,43.62,42.64,42.78,45.77,23.59,43.99,walking
221,5/4/2020,23.92,9.12,42.02,39.51,71.96,25.8,20.88,55.17,39.89,14.9,34.84,33.36,39.6,72.24,43.96,67.08,71.09,14.45,75.42,18.24,36.73,31.61,15.88,24.73,32.51,20.34,28.63,13.05,88.32,54.6,47.46,45.66,14.54,32.08,26.25,13.41,52.63,23.51,54.89,25.51,19.37,10.21,43.4,17.66,36.69,49.92,18.6,51.39,61.54,50.71,15.5,6.3,70.93,62.48,82.72,20.76,21.94,45.55,40.29,36.77,38.89,14.91,44.22,walking
222,6/4/2020,31.13,11.85,42.71,36.79,53.38,36.09,33.13,58.01,51.48,23.62,31.6,32.17,35.9,80.21,43.17,68.22,69.57,14.9,66.13,23.48,42.78,32.77,33.22,23.12,32.38,25.45,31.95,14.64,84.77,63.69,54.07,38.01,15.83,32.44,33.99,14.07,50.98,24.63,74.38,24.65,25.1,13.82,40.23,23.19,42.56,47.56,27.37,42.6,58.15,48.3,18.19,9.58,83.89,59.32,75,21.92,30.15,46.95,42.75,37.16,46.94,21.12,45.12,walking
223,7/4/2020,25.8,13.49,43.05,39.81,64.11,38.32,38.77,50.03,50.34,24.91,35.94,35.68,40.01,81.1,43.61,71.63,70.32,16.18,66.37,24.17,49.41,33.82,41.62,23.14,31.5,30.37,33.68,16.42,79.34,65.73,61.27,43.41,18.23,33.69,34.79,15.65,56.45,23.89,74.17,29.2,27.25,15.6,41.09,23.85,48.01,49.96,27.79,32.36,66.32,50.35,19.34,10.2,77.63,63.28,79.77,22.15,29.97,49.64,39.71,41.7,48.7,23.67,45.84,walking
224,8/4/2020,29.81,15.51,47.21,40.71,66.82,40.39,37.96,55.31,53.06,23.62,34.75,36.74,41.79,80.84,40.94,70.69,75.25,16.23,67.94,28.55,48.01,34.73,50.23,25.39,32,30.79,17.78,17.47,75.52,59.62,58.61,46.34,17.71,34.39,35.21,15.72,61.26,23.23,64.54,22.79,27.56,15.33,41.29,24.49,46.66,63.08,23.41,30.95,46.74,53.96,20.52,10.85,82.36,67.22,78.15,21.85,30.21,50.22,45,41.69,48.77,25.73,45.94,walking
225,9/4/2020,28.96,14.65,34.06,41.69,66.84,45.27,37.29,52.3,52.77,24.52,36.42,38.59,42.94,72.01,45.35,62.95,70.02,16.66,65.26,30.81,47.64,36.07,27.85,24.81,30.48,27.46,19.78,19.14,72.25,47.72,50.24,47.32,17.62,34.26,30.98,15.99,62.25,27.29,67.45,21.3,28.93,13.57,44.61,23.7,48.55,51.94,27.9,34.31,53.04,52.68,21.26,8.21,78.78,66.23,76.98,22.26,31.35,51.23,37.93,43.55,46.28,22.53,46.74,walking
226,10/4/2020,27.29,13.58,35.99,40.48,73.06,32.17,40.69,58.85,45.36,17.93,37.85,40.64,42.24,73.72,35.3,65.19,68.27,17.09,73.42,34.68,46.26,29.05,22.99,24.58,32.73,30.13,19.79,21.25,75.47,57.58,52,47.4,16.31,36.05,27.94,16.81,68.38,28.19,67.97,22.28,27.81,12.9,51.64,23.68,49.91,49.24,26.71,34.88,51.92,51.73,19.45,6.99,70.35,68,97.62,25.96,32.49,49.21,47.46,45.19,51.97,19.33,48.89,walking
227,11/4/2020,27.63,15.75,31.33,38.8,87.01,42.94,35.5,46.3,48.43,18.14,37.47,33.41,45.52,65.98,40.82,66.62,70.36,15.5,67.61,37.26,42.36,27.11,33.45,25.07,33.32,29.79,23.75,20.58,56.71,50.04,37.65,51.15,16.49,36.58,30.28,15.49,63.14,22.94,44.77,21.03,19.76,13.38,42.6,21.07,44.62,48.47,18.73,36.09,55.7,42.28,20.05,8.26,61.91,68.16,88.81,22.47,14.58,43.49,50.71,44.4,50.69,23.64,48.27,walking
228,12/4/2020,29.59,10.45,37.05,39.48,73.26,25.18,31.65,47.6,40.6,13.69,33.32,29.04,46.37,69.45,49.41,36.01,40.75,12.49,67.93,38.27,45.68,23.2,23.2,25.78,31.55,18.13,32.28,11.43,46.81,33.96,30.03,42.75,18.1,36.18,25.26,14.92,46.45,19.32,56.79,22.53,16.22,12.23,41.57,19.68,43.06,52.25,20.99,32.33,62.13,60.93,16.42,6.67,56.47,60.67,74.38,21.38,15.69,43.96,56.86,34.94,34.2,14.24,46.31,walking
229,13/4/2020,35.52,16.35,45.74,33.92,51.46,37.69,43.87,43.52,41.76,26.48,33.7,37.58,24.99,60.65,49.35,52.03,66.49,13.84,54.13,36.54,45,24.21,24.54,25.26,33.06,25.9,35.2,12.05,63.73,34.17,31.9,38.79,17.27,38.56,34.44,16.81,42.18,19.67,55.46,22.32,15.9,13.77,42.92,24.16,49.81,49.08,31.9,27.87,43.67,58.01,18.05,9.63,62.45,64.43,68.74,21.36,36.97,50.87,48.5,37.14,44.06,25.57,47.65,walking
230,14/4/2020,38.08,16.66,47.1,35.47,53.49,37.98,37.87,45.49,50.75,26.11,39.05,28.99,31.2,66.49,49.11,50.7,59.72,17.36,55.07,36.18,46.13,29.87,40.58,27.15,33.3,27.7,24.74,15.41,72.88,33.55,40.01,41,15.84,39.06,34.91,14.54,46.84,19.63,59.34,22.14,23.52,14.95,54.34,26.18,46.97,47.09,25.48,27.23,50.89,34.8,21.41,11.28,71.63,59.93,71.72,23.09,34.1,47.76,48.32,45.4,48.68,19.77,48.82,walking
231,15/4/2020,35.48,17.42,46.3,41.26,65.45,39.29,38.12,43.09,50.9,24.78,36.95,38.64,39.91,70.92,49.72,48.52,61.18,18.07,63.21,33.85,45.21,32.32,38.27,26.54,33.34,29.83,23.93,17.06,70.81,42.85,41.11,41.28,16.14,40.18,36.02,16.34,57.84,21.87,72.18,21.67,25.91,14.4,43.37,26.96,46.52,50.34,36.89,25.82,66.83,54.21,24.9,11.11,79.32,67.13,72.99,21.91,32.68,45.88,43.18,48.31,50.37,23.05,53.42,walking
232,16/4/2020,39.15,18.18,47.84,45.58,70.6,39.36,41.56,44.69,53.45,24.85,32.7,45.04,45.89,74.24,52.51,44.39,61.08,18.22,69.23,37.48,46.74,35.92,39.66,26.11,33.65,29.35,37.62,17.77,64.34,46.29,44.37,43.41,16.95,37.5,35.14,15.46,60.64,20.85,70.56,22.49,27.57,13.26,39.07,26.04,45.2,47.45,30.93,28.2,73.05,59.47,21.67,11.54,77.12,68.44,77.13,23.03,36.88,47.12,40.57,46.97,50.64,26.22,56.38,walking
233,17/4/2020,34.58,18.8,45.82,45.03,68.34,42.1,37.06,57.64,56.42,29.64,38.71,47.93,46.11,81.08,36.31,70.95,70.16,18.3,69.5,41.43,53.6,36.78,43.18,25.17,32.29,30.7,32.06,18.86,47.9,41.1,59.71,44.11,19.69,37.94,39.2,15.16,62.05,23.19,76.11,22.08,29.85,15.25,50.73,23.88,47.28,45.69,27.15,30,69.96,61.44,23.58,11.98,82.08,72.89,104.38,22.91,35.99,49.07,47,44.36,54.85,30.91,57.43,walking
234,18/4/2020,27.76,17.03,38.71,43.04,53.51,39.17,29.05,52.5,56.27,23.92,35.42,49.7,49.73,82.95,41.7,67.08,77.97,15.95,69.57,35.23,47.14,32.14,29.04,24.87,34.45,30.34,37.64,19.21,71.4,53.58,51.89,45.85,19.36,35,38.2,15.09,56.28,23.34,79.97,20.19,26.47,16.27,46.58,18.41,42.35,47.41,17.32,30.72,74.08,65.16,20.27,9.64,84.62,71.94,102.05,23.12,14.23,38.97,51.04,42.18,52.49,26.06,58.28,walking
235,19/4/2020,27.93,10.59,43.3,32.29,72.05,26.98,22.38,55.84,44.6,17.44,35.42,42.44,36.61,79.49,43.06,62.63,80.01,13.91,75.93,31.9,45.08,25.77,26.12,25.94,32.54,33.53,45.84,15.37,52.6,48.28,50.47,48.53,18.16,35.87,27.75,14.86,58.16,22.37,80.64,21.09,24.46,14.54,35.38,13.91,40.16,49.09,16.2,29.35,49.02,57.53,17.78,7.83,78.39,67.65,76.92,23.18,17.34,35.34,44.18,44.39,45.86,17.38,58.35,walking
